"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006898","receptor-mediated endocytosis","89/3787","280/18805",0.317857142857143,1.57837432570071,4.89638588550697,2.45843027848851e-06,0.000669655030205675,0.000562232315863025,"DNM1/AP2M1/LPAR1/HPCA/APLNR/NECAB2/LRPAP1/HGS/ACHE/RNASEK/CALY/PIP5K1C/ANKRD13A/PPP3R1/GRIA1/VAC14/RAB31/TF/ANGPT1/NCDN/SNCA/ANXA2P2/CACNG3/EZR/B2M/DNM3/GREM1/AAK1/MTMR2/SCARB2/CBL/CAP1/RAMP3/WDR54/VTN/CCDC32/TPCN2/LDLRAP1/HIP1R/SUSD4/LRRTM1/ARF1/TAMALIN/RABGEF1/MAGI2/LRP2/STAB1/DNAJC6/FCGR1A/ARC/STON2/PDLIM7/STON1/APOE/AP2A2/EFNB2/PICALM/LDLRAD3/SYT17/TBC1D5/ATXN2/RABEP1/NLGN3/AP2S1/FCHSD2/ACKR3/BICD1/CAV2/CTTN/FLOT1/TMEM108/M6PR/MKLN1/ITSN2/SNX17/TFR2/CACNG2/UNC119/ADM/ANXA2/HFE/SMAP1/MDM2/SDC1/RAB21/NUMB/ITGB3/ACE2/ASGR1",89
"GO:0021537","telencephalon development","89/3787","280/18805",0.317857142857143,1.57837432570071,4.89638588550697,2.45843027848851e-06,0.000669655030205675,0.000562232315863025,"LHX2/LPAR1/CDK5/ZIC1/FOXP1/NSUN5/ZDHHC16/TNR/DPCD/ATP2B4/NOTCH2NLA/IGF1R/RTN4R/GRIA1/MGARP/RFX4/FXR1/NEFL/RPGRIP1L/NARS1/TUBB2A/NFIB/TCTN1/TUBA1A/SEMA6B/DAB1/LARGE1/NEUROD1/LEF1/CXCR4/BNIP3/UQCRQ/EPHA5/CRKL/NF1/TRA2B/RARB/MBOAT7/H2AX/YWHAE/KIRREL3/ROBO2/PHLPP2/XRCC1/SRD5A1/LAMB1/NTRK2/AGTPBP1/SCN2A/BMERB1/BAX/DRAXIN/SLC38A2/SKI/MKKS/AKIRIN2/SLC32A1/SLC7A11/NDE1/KDM1A/ZSWIM6/PTEN/ID4/ATP1A2/DISC1/POU3F3/SUN1/NEUROD6/PROX1/KDM6B/ATAT1/TMEM108/EPHB2/EFHC1/CHD7/PEX13/UCHL5/SOCS7/SLC1A2/CDK6/EGFR/NF2/POU3F2/UBA6/SMO/SALL1/NUMB/EMX2/RTN4RL1",89
"GO:0048259","regulation of receptor-mediated endocytosis","48/3787","128/18805",0.375,1.86212701346712,4.91461387622153,4.04000738555799e-06,0.0010546102612717,0.00088543495200146,"AP2M1/LPAR1/HPCA/APLNR/NECAB2/LRPAP1/ANKRD13A/PPP3R1/VAC14/TF/ANGPT1/NCDN/ANXA2P2/B2M/GREM1/AAK1/MTMR2/CBL/WDR54/VTN/CCDC32/LDLRAP1/HIP1R/SUSD4/LRRTM1/ARF1/TAMALIN/RABGEF1/MAGI2/DNAJC6/ARC/EFNB2/PICALM/SYT17/TBC1D5/ATXN2/RABEP1/BICD1/FLOT1/MKLN1/UNC119/ANXA2/HFE/SMAP1/MDM2/RAB21/NUMB/ITGB3",48
"GO:0009199","ribonucleoside triphosphate metabolic process","83/3787","261/18805",0.318007662835249,1.57912175854683,4.73102399331898,5.17571091187471e-06,0.0012970331545158,0.00108896957585844,"ALDOA/BAD/NDUFS8/ATP5MC1/GPI/PFKM/ATP5MF/NDUFV3/NDUFS7/HK2/TPI1/ATP5F1D/NDUFB4/GAPDH/ALDOC/SPHK2/NME7/NDUFS1/NADK/ATP6V0C/LDHA/IMPDH2/NDUFB7/NDUFA3/ATP5F1B/ZBTB20/UCKL1/PKM/NDUFB11/ATP5F1C/AK1/PGM1/HTR2A/OLA1/MT-ND6/ANTKMT/NDUFS6/HSPA8/ENO1/ATP6V1A/ATP5MJ/NDUFA7/PPARA/TREX1/SLC2A6/NDUFV1/GIMAP7/ATP5MK/PGK1/KAT2B/AK4/GTPBP1/CAD/HSPA1A/UCHL1/RHOQ/DDIT4/DNM1L/HK1/AK3/NUDT2/PFKFB3/IGF1/AMPD2/CTPS1/SRC/UCK1/ENO2/MLST8/ATP1A2/RPTOR/SLC4A4/MFN1/NDUFA10/SDHB/AK2/ATP5IF1/ABCC9/PRKAA2/ATP5PF/AK5/OGT/ZBTB7A",83
"GO:0009141","nucleoside triphosphate metabolic process","87/3787","277/18805",0.314079422382672,1.55961540478113,4.71174738647182,5.40601311724998e-06,0.00129847244880541,0.00109017798574884,"ALDOA/BAD/NDUFS8/ATP5MC1/GPI/PFKM/ATP5MF/NDUFV3/NDUFS7/HK2/TPI1/ATP5F1D/NDUFB4/GAPDH/ALDOC/SPHK2/NME7/NDUFS1/NADK/DCTPP1/ATP6V0C/LDHA/IMPDH2/NDUFB7/NDUFA3/ATP5F1B/ZBTB20/UCKL1/PKM/NDUFB11/ATP5F1C/AK1/PGM1/HTR2A/OLA1/MT-ND6/ANTKMT/NDUFS6/HSPA8/ENO1/ATP6V1A/ATP5MJ/NDUFA7/PPARA/TREX1/SLC2A6/NDUFV1/GIMAP7/ATP5MK/PGK1/KAT2B/AK4/GTPBP1/CAD/HSPA1A/UCHL1/RHOQ/DDIT4/DNM1L/HK1/AK3/NUDT2/PFKFB3/IGF1/AMPD2/CTPS1/SRC/UCK1/ENO2/DTYMK/MLST8/ATP1A2/RPTOR/SLC4A4/MFN1/ADK/NDUFA10/SDHB/AK2/ATP5IF1/TBPL1/ABCC9/PRKAA2/ATP5PF/AK5/OGT/ZBTB7A",87
"GO:0001508","action potential","61/3787","177/18805",0.344632768361582,1.71133330051216,4.7746702406578,5.59597064928111e-06,0.00129847244880541,0.00109017798574884,"SCN3B/CACNB3/NRCAM/GBA1/SLC4A3/KCNG1/GNA11/FKBP1B/CACNA1C/KCND3/GPR88/CTNNA3/KCNN2/RYR2/ABCC8/CHRNB2/GRIA1/KCNMB4/CACNA1D/KCNQ2/SCN8A/DMD/FGF12/CALM3/DLG1/GJC1/CLDN19/CALM1/HCN2/CXADR/KCNV1/SCN9A/KCNB1/YWHAE/GJD2/GNA14/USP53/KCNB2/NTRK2/KCNE4/CAMK2D/BIN1/SCN2A/GPD1L/GRIK2/NOS1/NPR2/SLC8A1/KCNF1/SLC8A2/GPER1/ATP1A2/SCN3A/PTPN3/SLC9A1/KCNJ2/ATP2A2/ABCC9/KCNIP2/KCNS2/ATP1A1",61
"GO:0031929","TOR signaling","62/3787","181/18805",0.342541436464088,1.70094843219096,4.75834140025964,5.88816712809179e-06,0.00131747739491054,0.00110613425334867,"TSC2/GBA1/RPS6/LAMTOR2/NPRL3/MAPK3/PPDPF/AKT3/MIOS/ENDOG/WDR24/OTUD7B/NPRL2/RRAGA/OTUB1/LARS1/PDCD6/PRKACB/TTI1/SIK3/GNA12/YWHAZ/MAPKAPK5/KLHL22/UBE2N/TMEM127/DDIT4/CSNK1A1/TBCK/LARP1/SEH1L/CUL3/RRAGC/SRC/WAC/EIF4EBP1/C9orf72/NPC1/RPS6KB1/LAMTOR5/ATM/PREX2/KPTN/GAS6/RFFL/GPR155/RPS6KA5/WDR59/MLST8/AKT1/DISC1/RPTOR/PREX1/NCKAP1L/F3/PRKAA2/MAPKAP1/RPS6KA3/OGT/VHL/PIM1/GOLPH3",62
"GO:0007015","actin filament organization","132/3787","463/18805",0.285097192224622,1.41569915494693,4.54792209215019,8.09056645640109e-06,0.00174784133963286,0.00146746136416103,"ALDOA/VILL/SPTAN1/CORO1A/NAA80/CORO2B/MTSS1/GSN/KCTD13/LPAR1/ARPC4/SPTBN4/MICAL2/TESK1/SORBS1/SPTBN2/AIF1L/CYFIP2/WDR1/TMSB10/ABI2/DMTN/ADD3/RHOU/TF/ACTN1/FAM107A/ZEB2/CAP2/EZR/SHTN1/PAK1/MET/LUZP1/CORO7/PAK2/CAP1/ERMN/BRAF/RGS4/EVL/DLG1/APOA1/KANK1/RHOBTB2/RUFY3/ARHGAP35/SPTBN1/DAAM2/SH3KBP1/BAIAP2/MSRB1/HIP1R/CORO6/ARF1/FLII/SSH1/STMN1/RHOQ/NCK1/PRKCE/PAWR/EMP2/S100A10/SDC4/ITGB5/SYNPO2/SYNPO/CAPZB/TGFBR1/CUL3/BIN1/SRC/SVIL/CRACD/C9orf72/CDC42/CDC42EP3/HAX1/ARHGEF10/SSH2/MKKS/INF2/PPM1E/ACTN2/TPM1/TGFB3/KPTN/SPATC1L/XIRP1/FCHSD2/ACTR3/SYNPO2L/MLST8/RHPN1/ARHGAP25/CTTN/DPYSL3/ZYX/PROX1/TWF1/PREX1/TNFAIP1/TMEFF2/NCKAP1L/KANK2/SAMD14/SCIN/SLC9A1/ADD2/FERMT2/LIMK1/SH3BP1/ELN/S1PR1/CALD1/TAGLN2/AP1AR/CLRN1/LIMA1/FSCN3/RHOJ/CDC42EP5/SFRP1/NF2/CFL2/RDX/ARPC5/USH1C/PXN/WIPF3/ELMO2",132
"GO:0036465","synaptic vesicle recycling","36/3787","89/18805",0.404494382022472,2.00858644149263,4.78925911526666,8.92879836893407e-06,0.00186463072604573,0.00156551598068644,"DNM1/SLC17A7/AP2M1/CDK5/AP3D1/CTBP1/STX1B/SH3GL1/RAB7A/AP3S2/PIP5K1C/TOR1A/SNCA/DNM3/RAB3A/SYT7/SH3GL2/AP3M2/AMPH/DNAJC6/AP3B2/PIK3C3/STON2/GIT2/BIN1/STON1/ACTB/AP2A2/SNCG/PICALM/VAMP4/NLGN3/AP2S1/PPP3CC/CAPN2/ITSN2",36
"GO:0030100","regulation of endocytosis","94/3787","309/18805",0.3042071197411,1.51059278762382,4.54445420193461,1.01078984389556e-05,0.00204277366838892,0.00171508212222278,"VPS28/SLC17A7/AP2M1/TSC2/CLIP3/LPAR1/HPCA/APLNR/NECAB2/LRPAP1/STX1B/CALY/RAB4B/PTPRC/ANKFY1/ANKRD13A/PPP3R1/VAC14/TOR1A/RAB31/TF/ANGPT1/NCDN/SNCA/ANXA2P2/B2M/GREM1/AAK1/MTMR2/CBL/WDR54/VTN/APOA1/SYT7/CCDC32/PLSCR1/LDLRAP1/HIP1R/SUSD4/LRRTM1/ARF1/TAMALIN/RABGEF1/MAGI2/PACSIN2/DNAJC6/FCGR1A/ARC/STON2/BIN1/STON1/APOE/SRC/SNX3/CDC42/ACTB/EFNB2/PICALM/CLEC7A/PPP3CA/SYT17/VAMP4/TBC1D5/ATXN2/RABEP1/GAS6/AP2S1/BICD1/NR1H2/FCN1/FLOT1/PPP3CC/SCAMP5/MKLN1/NCKAP1L/CAMK1D/PROM2/CALR/SNX17/TFR2/RAB27A/UNC119/ANXA2/HFE/SMAP1/GPC3/IL2RG/MDM2/BTK/RAB21/NUMB/ITGB3/HMGB1/MERTK",94
"GO:0021761","limbic system development","46/3787","125/18805",0.368,1.82736730921574,4.66049076263788,1.1313931402005e-05,0.00221505563229878,0.00185972747420457,"PLXNA1/CDK5/ZIC1/ATP2B4/IGF1R/FXR1/NEFL/TUBA1A/SEMA6B/DAB1/LARGE1/NEUROD1/LEF1/UQCRQ/EPHA5/CRKL/FGFR1/NF1/YWHAE/KIRREL3/PHLPP2/NRP2/XRCC1/SRD5A1/UBB/FGFR2/SCN2A/BAX/MKKS/SLC32A1/PTEN/ID4/ATP1A2/NEUROD6/PROX1/KDM6B/ATAT1/TMEM108/NHLH2/PROP1/CDK6/NF2/POU3F2/UBA6/SMO/EMX2",46
"GO:0010506","regulation of autophagy","106/3787","359/18805",0.295264623955432,1.46618728636966,4.47840402493496,1.22201074366036e-05,0.0023199688815249,0.00194781106413742,"HUWE1/BAD/TSC2/ATP13A2/GBA1/EEF1A2/POLDIP2/CDK5/HK2/CAPNS1/GAPDH/VPS35/TP53INP1/HTT/UBR4/OPTN/NPRL3/MAPK3/ATP6V0C/EHMT2/SNX32/CDC37/WDR45/SNCA/ATF6/ENDOG/WDR24/MTCL1/IFI16/CISD2/IKBKG/MET/NPRL2/ATP6V0D1/CAPN1/FKBP8/RRAGA/ATP6V1G2/VPS13C/CPTP/ATP6V1A/ERN1/BNIP3/TPCN2/CAMKK2/PIP4K2A/ATP6V0A1/PLK3/TMEM59/ATP6V0D2/KLHL22/ATP6V1E1/UCHL1/BAG3/DNM1L/CTSA/RNF5/TFEB/LARP1/WNK1/GOLGA2/PIK3C3/MAPT/KAT5/KAT8/FBXL2/ATP6V0B/SQSTM1/RRAGC/FOXO1/WAC/HSPB1/GFAP/SNX5/HGF/C9orf72/ATP6V1H/HAX1/NPC1/LYPLA1/OSBPL7/ERCC4/ATM/SVIP/LEPR/MLST8/CTTN/PLEKHF1/AKT1/RPTOR/VPS26B/SETD2/TRIM65/DRAM1/ATG101/FZD5/ATP5IF1/FEZ2/PRKAA2/UBQLN1/ATP6V0E1/HMGB1/VHL/RNF31/PIK3C2A/LZTS1",106
"GO:0032006","regulation of TOR signaling","54/3787","155/18805",0.348387096774194,1.7299760641243,4.58249262509916,1.31988041768491e-05,0.00240373842917104,0.00201814271946363,"TSC2/GBA1/LAMTOR2/NPRL3/MAPK3/AKT3/MIOS/ENDOG/WDR24/OTUD7B/NPRL2/RRAGA/OTUB1/LARS1/PDCD6/PRKACB/TTI1/SIK3/GNA12/YWHAZ/MAPKAPK5/KLHL22/UBE2N/TMEM127/DDIT4/CSNK1A1/TBCK/SEH1L/CUL3/RRAGC/SRC/WAC/C9orf72/NPC1/RPS6KB1/LAMTOR5/ATM/PREX2/KPTN/GAS6/RFFL/GPR155/WDR59/MLST8/AKT1/RPTOR/PREX1/NCKAP1L/F3/PRKAA2/OGT/VHL/PIM1/GOLPH3",54
"GO:0048499","synaptic vesicle membrane organization","19/3787","36/18805",0.527777777777778,2.62077135228706,4.88786450913152,1.38925027954504e-05,0.00240373842917104,0.00201814271946363,"CPLX1/STXBP1/AP3D1/CPLX2/STX1B/RPH3A/SNAP25/TOR1A/SYNGR1/SNAP47/RAB3A/SYT7/SYT5/SYT13/DOC2A/SNAP29/GRIK5/RPH3AL/SNAP23",19
"GO:1905475","regulation of protein localization to membrane","65/3787","197/18805",0.32994923857868,1.63841970728072,4.52330916966852,1.42767792369047e-05,0.00240373842917104,0.00201814271946363,"AP2M1/CPLX1/GSN/CLIP3/HPCA/CDK5/OLFM1/NECAB2/SORBS1/DMTN/ATP2B4/VPS4A/ZMYND8/ZDHHC8/GPC1/CAMK2B/GBP1/KIF5B/MTCL1/EZR/STX8/FARP1/RAMP3/DLG1/NRXN1/SPTBN1/CRKL/LDLRAP1/KCNB1/SSH1/TMEM59/RHOQ/CAMK2G/EPB41L3/PRKCE/PDPK1/LRP4/WNK1/CAMK2D/SQSTM1/STX7/ACTB/PICALM/LYPLA1/SLC7A11/GPER1/TCAF1/AKT1/MMP14/VPS26B/TMEM108/EPHB2/AKT2/ADAM10/ZDHHC2/CACNG2/ACSL3/GPC3/EGFR/TNFAIP6/SLC5A3/OGT/NUMB/CNST/TRAF6",65
"GO:0048488","synaptic vesicle endocytosis","32/3787","77/18805",0.415584415584416,2.0636559110285,4.69642665208483,1.43272518892507e-05,0.00240373842917104,0.00201814271946363,"DNM1/SLC17A7/AP2M1/CDK5/AP3D1/CTBP1/SH3GL1/AP3S2/PIP5K1C/TOR1A/SNCA/DNM3/SYT7/SH3GL2/AP3M2/AMPH/DNAJC6/AP3B2/PIK3C3/STON2/BIN1/STON1/ACTB/AP2A2/SNCG/PICALM/VAMP4/NLGN3/AP2S1/PPP3CC/CAPN2/ITSN2",32
"GO:0016082","synaptic vesicle priming","15/3787","25/18805",0.6,2.9794032215474,4.9730543652815,1.45797382774939e-05,0.00240373842917104,0.00201814271946363,"STXBP1/SYNGR3/STX1B/RPH3A/NAPA/SNAP25/SNCA/RIMS1/SV2A/SNAP47/RIMS2/UNC13A/SNAP29/BRSK1/SNAP23",15
"GO:0097479","synaptic vesicle localization","28/3787","64/18805",0.4375,2.17248151571165,4.71809124072287,1.54053221759536e-05,0.00247472675467563,0.00207774345244913,"DNM1/BRSK2/SYN1/CDK5/AP3D1/CTBP1/SYN3/SYN2/AP3S2/TOR1A/KIFC2/SNCA/KIF5B/DNM3/RAB3A/NRXN1/PCDH17/PDZD11/LIN7B/AP3M2/AP3B2/PICALM/KIF1B/BRSK1/KIF5A/PTEN/RAB27A/LIN7C",28
"GO:0032535","regulation of cellular component size","104/3787","353/18805",0.294617563739377,1.46297419754924,4.4094979107377,1.62723215347216e-05,0.00254865236037577,0.00213981028181589,"DNM1/VILL/SPTAN1/L1CAM/CORO1A/NAA80/AP2M1/NRCAM/GSN/ATP13A2/SPTBN4/CDK5/SLC12A6/OLFM1/FSTL4/SPTBN2/GPRC5B/CYFIP2/WDR1/TNR/SPP1/DMTN/ADD3/MSN/RTN4R/AKT3/NEFL/EZR/SHTN1/KCNMA1/SLC12A4/AQP11/MACF1/EVL/DLG1/KANK1/RUFY3/LARS1/ARHGAP35/SPTBN1/DAAM2/BAIAP2/SLC12A8/ANAPC2/HIP1R/SLC12A3/FLII/SSH1/ARHGAP4/VAV1/RAB3B/NCK1/PRKCE/WNK1/FN1/MAP1B/MAPT/BIN1/APOE/SVIL/CRACD/CDH4/DRAXIN/CDC42EP3/HAX1/PICALM/SSH2/CLN8/MKKS/DNAJC16/ACTN2/LAMTOR5/KDM1A/FCHSD2/MLST8/PTEN/CTTN/DISC1/CDKL5/RPTOR/TWF1/ADNP/PREX1/NCKAP1L/AQP4/KANK2/SCIN/ADD2/LIMK1/SH3BP1/ELN/CREB1/LIMA1/RET/SEMA3G/SLC12A1/CDC42EP5/CFL2/RDX/ARPC5/RAB21/UCN/USH1C/ARHGAP5",104
"GO:0019693","ribose phosphate metabolic process","110/3787","379/18805",0.29023746701847,1.44122407374764,4.35742574947575,1.9364067189194e-05,0.00295023577319185,0.00247697368986259,"ALDOA/BAD/NDUFS8/ATP5MC1/GPI/G6PD/PFKM/ATP5MF/NDUFV3/NDUFS7/HK2/TPI1/ATP5F1D/ADSL/NDUFB4/GAPDH/ALDOC/SPHK2/NME7/NDUFS1/NADK/ATP6V0C/LDHA/IMPDH2/NDUFB7/NDUFA3/ATP5F1B/TJP2/ZBTB20/ADCY9/UCKL1/NUDT14/PKM/NDUFB11/RORA/SULT1A3/ATP5F1C/GUCY1A1/AK1/PGM1/HTR2A/MTHFD1/OLA1/MT-ND6/ANTKMT/AK9/APRT/NDUFS6/HSPA8/ENO1/ATP6V1A/ATP5MJ/NDUFA7/DLG1/PPARA/PDE4C/TREX1/SLC2A6/SULT1A1/NDUFV1/GIMAP7/ATP5MK/PGK1/NUDT4/KAT2B/AK4/ADCY1/GTPBP1/CAD/HSPA1A/UCHL1/RHOQ/DDIT4/DNM1L/HK1/AK3/NUDT2/PFKFB3/IGF1/AMPD2/CTPS1/SRC/UCK1/NPR2/ENO2/TPST2/PDE1A/PDE4B/MLST8/ATP1A2/UMPS/RPTOR/ADCY5/SLC4A4/MFN1/ADK/NDUFA10/SDHB/AK2/GUCY1A2/ATP5IF1/ABCC9/UPP2/PRKAA2/ATP5PF/HINT1/PTHLH/AK5/OGT/ZBTB7A",110
"GO:0009259","ribonucleotide metabolic process","108/3787","371/18805",0.291105121293801,1.44553256031949,4.35234522112575,1.99586384084507e-05,0.00295023577319185,0.00247697368986259,"ALDOA/BAD/NDUFS8/ATP5MC1/GPI/PFKM/ATP5MF/NDUFV3/NDUFS7/HK2/TPI1/ATP5F1D/ADSL/NDUFB4/GAPDH/ALDOC/SPHK2/NME7/NDUFS1/NADK/ATP6V0C/LDHA/IMPDH2/NDUFB7/NDUFA3/ATP5F1B/TJP2/ZBTB20/ADCY9/UCKL1/PKM/NDUFB11/RORA/SULT1A3/ATP5F1C/GUCY1A1/AK1/PGM1/HTR2A/MTHFD1/OLA1/MT-ND6/ANTKMT/AK9/APRT/NDUFS6/HSPA8/ENO1/ATP6V1A/ATP5MJ/NDUFA7/DLG1/PPARA/PDE4C/TREX1/SLC2A6/SULT1A1/NDUFV1/GIMAP7/ATP5MK/PGK1/NUDT4/KAT2B/AK4/ADCY1/GTPBP1/CAD/HSPA1A/UCHL1/RHOQ/DDIT4/DNM1L/HK1/AK3/NUDT2/PFKFB3/IGF1/AMPD2/CTPS1/SRC/UCK1/NPR2/ENO2/TPST2/PDE1A/PDE4B/MLST8/ATP1A2/UMPS/RPTOR/ADCY5/SLC4A4/MFN1/ADK/NDUFA10/SDHB/AK2/GUCY1A2/ATP5IF1/ABCC9/UPP2/PRKAA2/ATP5PF/HINT1/PTHLH/AK5/OGT/ZBTB7A",108
"GO:0006091","generation of precursor metabolites and energy","135/3787","484/18805",0.278925619834711,1.38505315051274,4.30958547140834,2.10198228741145e-05,0.00295023577319185,0.00247697368986259,"IDH3G/ALDOA/NDUFS8/GPI/G6PD/GBA1/PFKM/ATP5MF/NDUFV3/NDUFS7/HK2/SCO2/TPI1/CHCHD10/ATP5F1D/COX5B/ADSL/UQCR11/SORBS1/NDUFB4/GAPDH/ALDOC/EPM2AIP1/NDUFS1/MACROH2A1/MCHR1/LDHA/NDUFB7/NDUFA3/ATP5F1B/ZBTB20/WIPI2/COX6A1/PGLS/SLC25A23/ACADVL/WDR45/PKM/SNCA/NDUFB11/SHMT2/ACACB/ATG2B/ATP5F1C/PPP1CB/CYB561/PGM1/HTR2A/CCNB1/MT-ND6/ANTKMT/OPN3/NDUFS6/GRB10/ENO1/FDXR/UQCRC1/NDOR1/NDUFA7/SHPK/PYGB/BNIP3/UQCRQ/PPARA/STK40/NR1D1/TREX1/SLC2A6/NDUFV1/PGK1/KAT2B/AK4/TRAP1/GNPDA1/PPP1R3F/COX7A2/IDH3B/UCHL1/PPP1R3E/PPP1CA/DDIT4/GHITM/HK1/CYC1/POR/PFKFB3/COQ9/KHK/IL6ST/IRS1/IGF1/ME3/GYG1/SRC/UQCRC2/PHLDA2/ENO2/IFNAR1/ACSS3/SDHAF4/VGF/LEPR/LYRM7/MLST8/PPP1R3C/AKT1/RPTOR/PNPT1/ACOX1/SLC4A4/COX7B/AKT2/NDUFA4/NDUFA10/NR4A3/SDHB/UQCC2/PHKA1/UQCRB/ATP5IF1/ABCC9/ACO2/PYGM/GABARAPL1/PRKAA2/ATP5PF/CYCS/IDE/CAVIN3/MDH1/UCN/OGT/PHKG2/PPP1R3D/ZBTB7A",135
"GO:0009205","purine ribonucleoside triphosphate metabolic process","79/3787","254/18805",0.311023622047244,1.54444130250817,4.38683180744001,2.10759655132908e-05,0.00295023577319185,0.00247697368986259,"ALDOA/BAD/NDUFS8/ATP5MC1/GPI/PFKM/ATP5MF/NDUFV3/NDUFS7/HK2/TPI1/ATP5F1D/NDUFB4/GAPDH/ALDOC/SPHK2/NME7/NDUFS1/NADK/ATP6V0C/LDHA/IMPDH2/NDUFB7/NDUFA3/ATP5F1B/ZBTB20/PKM/NDUFB11/ATP5F1C/AK1/PGM1/HTR2A/OLA1/MT-ND6/ANTKMT/NDUFS6/HSPA8/ENO1/ATP6V1A/ATP5MJ/NDUFA7/PPARA/TREX1/SLC2A6/NDUFV1/GIMAP7/ATP5MK/PGK1/KAT2B/AK4/GTPBP1/HSPA1A/UCHL1/RHOQ/DDIT4/DNM1L/HK1/AK3/NUDT2/PFKFB3/IGF1/AMPD2/SRC/ENO2/MLST8/ATP1A2/RPTOR/SLC4A4/MFN1/NDUFA10/SDHB/AK2/ATP5IF1/ABCC9/PRKAA2/ATP5PF/AK5/OGT/ZBTB7A",79
"GO:0002090","regulation of receptor internalization","31/3787","75/18805",0.413333333333333,2.05247777484376,4.58607761467027,2.20735903850907e-05,0.00295023577319185,0.00247697368986259,"AP2M1/LPAR1/HPCA/APLNR/NECAB2/LRPAP1/ANKRD13A/PPP3R1/VAC14/ANGPT1/NCDN/GREM1/MTMR2/WDR54/SUSD4/LRRTM1/ARF1/TAMALIN/MAGI2/ARC/EFNB2/SYT17/TBC1D5/ATXN2/RABEP1/FLOT1/MKLN1/ANXA2/MDM2/NUMB/ITGB3",31
"GO:0098884","postsynaptic neurotransmitter receptor internalization","18/3787","34/18805",0.529411764705882,2.628885195483,4.7736761592091,2.21326546432589e-05,0.00295023577319185,0.00247697368986259,"AP2M1/LPAR1/HPCA/CALY/PPP3R1/VAC14/NCDN/SUSD4/TAMALIN/ARC/AP2A2/EFNB2/SYT17/RABEP1/AP2S1/MDM2/NUMB/ITGB3",18
"GO:0140239","postsynaptic endocytosis","18/3787","34/18805",0.529411764705882,2.628885195483,4.7736761592091,2.21326546432589e-05,0.00295023577319185,0.00247697368986259,"AP2M1/LPAR1/HPCA/CALY/PPP3R1/VAC14/NCDN/SUSD4/TAMALIN/ARC/AP2A2/EFNB2/SYT17/RABEP1/AP2S1/MDM2/NUMB/ITGB3",18
"GO:0099590","neurotransmitter receptor internalization","20/3787","40/18805",0.5,2.48283601795617,4.71428204212036,2.35715366180125e-05,0.00307657660233017,0.00258304755439054,"AP2M1/LPAR1/HPCA/CALY/PPP3R1/VAC14/NCDN/CACNG3/SUSD4/TAMALIN/ARC/AP2A2/EFNB2/SYT17/RABEP1/AP2S1/CACNG2/MDM2/NUMB/ITGB3",20
"GO:0045927","positive regulation of growth","80/3787","259/18805",0.308880308880309,1.53379831225091,4.34378853249993,2.46668587734513e-05,0.00310047205538482,0.00260310981824807,"CPNE6/L1CAM/SPTBN4/SOX15/PPIB/LGI1/YAP1/ACACB/RIMS1/EZR/SHTN1/MAP2K5/FGF2/TGFB2/PRSS2/SLC44A4/FGF9/ADAM17/RIMS2/CXCR4/MACF1/RUFY3/UNC13A/FGFR1/ANAPC2/SYT3/KRT17/USP47/WFS1/KLHL22/HOPX/SFRP2/FGFR2/TGFBR1/TGFBR3/FN1/MAP1B/ATP8A2/MAPT/TFCP2L1/BMP10/IGF1/MEF2C/CDH4/STAT5B/CDC42/TEAD1/YBX3/MKKS/RPS6KB1/CPNE5/SYT17/BMPR1A/GPAM/EXOSC4/MLST8/TAF9B/AKT1/DISC1/CDKL5/RPTOR/MMP14/PROX1/H3-3B/ADNP/CHD7/ADAM10/IL7/SLC9A1/LIMK1/ITSN2/CREB1/EGFR/SFRP1/POU3F2/MAPKAP1/UCN/SMO/RPS6KA3/PIM1",80
"GO:0110053","regulation of actin filament organization","82/3787","267/18805",0.307116104868914,1.52503785372588,4.33891888837848,2.4744389907301e-05,0.00310047205538482,0.00260310981824807,"VILL/SPTAN1/CORO1A/NAA80/CORO2B/MTSS1/GSN/LPAR1/SPTBN4/TESK1/SPTBN2/CYFIP2/WDR1/ABI2/DMTN/ADD3/PAK1/MET/PAK2/BRAF/RGS4/EVL/DLG1/APOA1/KANK1/ARHGAP35/SPTBN1/DAAM2/BAIAP2/HIP1R/ARF1/FLII/SSH1/STMN1/NCK1/PRKCE/S100A10/SDC4/SYNPO2/SYNPO/TGFBR1/BIN1/SVIL/CRACD/C9orf72/CDC42/CDC42EP3/HAX1/ARHGEF10/SSH2/MKKS/PPM1E/ACTN2/TPM1/TGFB3/FCHSD2/SYNPO2L/MLST8/RHPN1/CTTN/TWF1/PREX1/TMEFF2/NCKAP1L/KANK2/SCIN/SLC9A1/ADD2/FERMT2/LIMK1/SH3BP1/ELN/S1PR1/AP1AR/LIMA1/CDC42EP5/SFRP1/NF2/CFL2/RDX/ARPC5/PXN",82
